Year,Biome,T_Treat,CO2,Pot_label,Replicate,Genotype,Vcmax,Jmax,TPU,RMSE,Tleaf_mean,sub.files[],Notes
2023,4,T4,AC,10C,3,AAC_Warman,99.11641474,210.4186955,13.68755024,4.874711769,24.99415779,88,
2023,4,T4,AC,10D,4,AAC_Warman,129.7744039,256.891387,14.09976439,3.267400894,24.99999231,195,
2023,4,T4,AC,10E,5,AAC_Warman,177.3942981,251.6841395,13.9079175,2.326615145,24.98,202,
2023,4,T4,AC,11A,1,AAC_Wheatland,143.6680678,255.2391952,14.91835948,2.600002318,24.98230769,188,
2023,4,T4,AC,11B,2,AAC_Wheatland,83.90889028,188.7688912,12.09453673,6.231535528,24.88644723,192,
2023,4,T4,AC,11C,3,AAC_Wheatland,89.81186238,210.0059797,13.48321882,11.24331649,24.93131188,193,
2023,4,T4,AC,11D,4,AAC_Wheatland,133.5494027,265.535547,14.63547284,2.451688496,24.99674615,201,Measured on 6800DAW
2023,4,T4,AC,11D,4,AAC_Wheatland,94.18022844,225.8277357,14.15626733,7.172707999,24.90243762,210,Measured on 6400NPAH
2023,4,T4,AC,11E,5,AAC_Wheatland,167.9359749,227.8616863,13.99492223,2.026789149,25.02692308,203,
2023,4,T4,AC,12A,1,BW1094,81.65787069,181.034142,11.82892165,10.49309664,24.93317509,194,
2023,4,T4,AC,12B,2,BW1094,129.4539006,234.16388,13.53247917,2.285442081,24.99954615,196,
2023,4,T4,AC,12C,3,BW1094,166.4919517,230.250393,12.91231392,3.814171759,25.02307692,204,
2023,4,T4,AC,12D,4,BW1094,136.8229315,264.8195845,14.60908952,2.884678613,24.99194615,197,
2023,4,T4,AC,12E,5,BW1094,153.0748678,302.7417102,15.71873164,3.305780768,24.99612143,183,
2023,4,T4,AC,13A,1,BW5089,133.6438323,220.8104075,13.69625045,2.461247081,25.01384615,205,
2023,4,T4,AC,13B,2,BW5089,110.1119039,215.2888367,12.5254668,2.314782084,24.99796923,198,
2023,4,T4,AC,13C,3,BW5089,128.9722074,216.2369475,13.65457358,1.669046302,25.02,206,
2023,4,T4,AC,13D,4,BW5089,115.632201,219.0202835,12.76786484,2.132696692,25.00188462,199,
2023,4,T4,AC,13E,5,BW5089,118.9249906,227.9720763,13.56625584,2.070427429,25.00116923,200,
2023,4,T4,AC,14A,1,DT2016,90.5248357,168.9852998,11.47725443,3.011992996,24.97122016,490,
2023,4,T4,AC,14B,2,DT2016,122.5748884,196.1535927,13.08692063,2.624272731,24.99677692,498,
2023,4,T4,AC,14C,3,DT2016,93.99982883,178.3212991,11.78622513,3.306735884,24.98117902,491,
2023,4,T4,AC,14D,4,DT2016,93.98670521,184.9415319,12.16750985,2.759345918,24.93737837,492,
2023,4,T4,AC,14E,5,DT2016,127.823236,221.4567243,13.12860511,4.379095855,25.00002308,499,
2023,4,T4,AC,15A,1,DT2030,92.97350422,185.9482277,NA,2.653057081,24.91475179,446,
2023,4,T4,AC,15B,2,DT2030,90.61104231,182.9547057,12.1613529,2.977531003,24.93556859,447,
2023,4,T4,AC,15C,3,DT2030,100.6495331,201.4197518,NA,2.501374602,24.89255186,448,
2023,4,T4,AC,15D,4,DT2030,86.28249223,177.3387245,NA,2.533695138,24.94958819,449,
2023,4,T4,AC,15E,5,DT2030,86.44216109,180.7506271,NA,2.61707179,24.93121441,450,
2023,4,T4,AC,16A,1,HY2136,123.0912404,222.6780338,14.26597077,2.400516549,25.02615385,355,
2023,4,T4,AC,16B,2,HY2136,170.8212033,226.7817764,14.05757635,2.539479223,25.05,207,
2023,4,T4,AC,16C,3,HY2136,88.03332372,185.557811,11.77833805,4.917450979,24.92697184,209,
2023,4,T4,AC,16D,4,HY2136,126.5908441,249.6311461,14.77843714,3.198033501,24.99927692,348,
2023,4,T4,AC,16E,5,HY2136,122.5045944,216.7010141,13.83400547,1.739872033,25.02083333,356,
2023,4,T4,AC,17A,1,PT4002,107.8295013,258.2486793,15.33476136,6.138598623,24.97287396,174,
2023,4,T4,AC,17B,2,PT4002,113.1387537,221.1702151,12.98888518,4.113489206,25.00178462,219,
2023,4,T4,AC,17C,3,PT4002,79.88187069,169.3351738,10.55658346,4.330551212,24.92114302,211,
2023,4,T4,AC,17D,4,PT4002,119.4865677,199.0653628,12.79118527,2.364044839,25.00230769,227,
2023,4,T4,AC,17E,5,PT4002,115.3723742,219.6106859,12.61349558,2.15900135,24.99826923,222,
2023,4,T4,AC,18A,1,Stettler,96.99369366,207.465015,12.6404176,2.441091519,24.92538892,212,
2023,4,T4,AC,18B,2,Stettler,100.6580997,183.4143512,11.64491859,2.260857626,24.99715385,371,
2023,4,T4,AC,18C,3,Stettler,100.3999219,177.9593144,11.75766426,1.824102597,25.02076923,376,
2023,4,T4,AC,18D,4,Stettler,86.51686599,170.3270474,11.94980339,2.967034292,24.91951532,365,
2023,4,T4,AC,18E,5,Stettler,90.17354361,159.4388554,10.18240484,1.632025264,24.97461538,386,
2023,4,T4,AC,19A,1,Strongfield,79.57570735,170.6142762,11.98138373,4.40530527,24.93913944,516,
2023,4,T4,AC,19B,2,Strongfield,129.0766788,196.5623964,12.52917534,6.300808949,24.99515109,523,
2023,4,T4,AC,19C,3,Strongfield,95.73827188,201.0497736,13.42853183,2.885950873,24.95924084,517,
2023,4,T4,AC,19D,4,Strongfield,85.00113097,138.2641567,9.67574191,2.364707366,24.87241496,524,
2023,4,T4,AC,19E,5,Strongfield,84.76000039,160.627643,10.54029094,2.517639694,24.9965468,533,
2023,4,T4,AC,20A,1,Transcend,88.81400637,173.31771,11.73311172,4.837177818,25.00183854,525,
2023,4,T4,AC,20B,2,Transcend,94.90406733,173.6916163,11.11029342,4.542552905,24.99729476,534,
2023,4,T4,AC,20C,3,Transcend,92.85157174,189.7705645,12.54997493,3.992023373,24.87526864,526,
2023,4,T4,AC,20D,4,Transcend,82.7057726,173.7749806,12.20087278,5.097209985,24.90491838,527,
2023,4,T4,AC,20E,5,Transcend,79.34543612,156.4186995,10.12420079,6.391531139,24.99791317,535,
2023,3,T4,EC,1A,1,A1614_KE07,95.56809122,197.4577765,12.39641613,2.844767924,24.94692832,477,
2023,3,T4,EC,1B,2,A1614_KE07,72.79319814,140.8331001,NA,2.65027651,24.93076486,478,
2023,3,T4,EC,1C,3,A1614_KE07,116.9588861,188.6389105,11.98151081,2.595875386,24.99821538,484,
2023,3,T4,EC,1D,4,A1614_KE07,98.56277634,163.2542232,NA,2.97503961,24.92624209,479,
2023,3,T4,EC,1E,5,A1614_KE07,89.52191014,166.2434899,10.28970761,1.81097782,25.00374615,485,
2023,3,T4,EC,2A,1,AAC_Brandon,105.8166778,199.2240404,11.78309718,1.778112102,25.00120769,220,
2023,3,T4,EC,2B,2,AAC_Brandon,94.54942783,191.74034,11.61317485,1.542157164,25.00346923,221,
2023,3,T4,EC,2C,3,AAC_Brandon,84.98950487,176.061711,10.42084075,2.442424982,24.88030478,213,
2023,3,T4,EC,2D,4,AAC_Brandon,99.38237307,197.6460778,11.55565097,2.264029054,25.00233333,223,
2023,3,T4,EC,2E,5,AAC_Brandon,88.58769248,183.8781641,11.46339794,2.997287558,24.97838549,214,
2023,3,T4,EC,3A,1,AAC_Concord,125.2027926,283.2777035,15.91664001,2.898241197,25.00203077,320,
2023,3,T4,EC,3B,2,AAC_Concord,93.55881079,208.6341839,12.37724298,5.461638582,24.92025048,215,
2023,3,T4,EC,3C,3,AAC_Concord,121.1385953,235.940946,12.77221238,4.23534139,24.996475,224,
2023,3,T4,EC,3D,4,AAC_Concord,71.5476023,163.0814186,10.66660435,12.02988587,24.99933093,216,
2023,3,T4,EC,3E,5,AAC_Concord,115.2410902,265.9693183,15.20198446,3.952914357,24.99737058,140,
2023,3,T4,EC,4A,1,AAC_Goodwin,121.3860921,257.5656254,14.40707278,1.581224056,24.99914167,225,
2023,3,T4,EC,4B,2,AAC_Goodwin,89.18342233,195.7645153,12.73770511,4.520506156,25.07778645,208,
2023,3,T4,EC,4C,3,AAC_Goodwin,75.87798434,178.2239964,11.75776765,7.146589267,24.93706953,217,
2023,3,T4,EC,4D,4,AAC_Goodwin,109.7536785,233.4165489,13.48443246,2.365290541,24.98944545,226,
2023,3,T4,EC,4E,5,AAC_Goodwin,87.65949176,201.2862314,13.03072516,3.91572114,24.93902928,218,
2023,3,T4,EC,5A,1,AAC_Grainland,129.4491133,199.0034905,12.37326364,2.11569106,25.00557692,415,
2023,3,T4,EC,5B,2,AAC_Grainland,102.3254086,206.6383412,12.4675608,3.036874756,24.93001923,407,
2023,3,T4,EC,5C,3,AAC_Grainland,128.0196839,205.4908243,12.96471225,2.706577321,24.99724615,416,
2023,3,T4,EC,5D,4,AAC_Grainland,103.7558203,170.5559804,11.30262549,3.012970877,25.07172746,408,
2023,3,T4,EC,5E,5,AAC_Grainland,87.80940799,139.3791102,9.33126528,2.20980199,24.91852056,428,
2023,3,T4,EC,6A,1,AAC_Hodge,104.3892072,213.7377758,13.04341883,2.176615792,24.99546923,99,
2023,3,T4,EC,6B,2,AAC_Hodge,99.92370016,206.0213696,12.72989113,2.485857978,24.96510696,89,
2023,3,T4,EC,6C,3,AAC_Hodge,126.3488804,257.5121125,14.59845119,1.768884307,24.99945385,77,
2023,3,T4,EC,6D,4,AAC_Hodge,130.189121,229.4682688,14.33978068,2.18402476,25.00461538,135,
2023,3,T4,EC,6E,5,AAC_Hodge,94.56125271,200.034554,13.6984474,3.403104041,24.89870952,112,
2023,3,T4,EC,7A,1,AAC_Leroy,80.40932976,172.08961,11.48137284,3.044881886,25.05741801,167,
2023,3,T4,EC,7B,2,AAC_Leroy,121.4617563,251.9328953,14.1058781,1.817755924,24.99650769,243,
2023,3,T4,EC,7C,3,AAC_Leroy,93.23987996,188.917371,12.00298953,2.340531845,24.93574275,234,
2023,3,T4,EC,7D,4,AAC_Leroy,103.9946253,254.0307072,14.82305375,5.316296529,25.01910346,141,
2023,3,T4,EC,7E,5,AAC_Leroy,97.01476304,231.1850178,14.07070104,4.688429432,24.91242055,142,
2023,3,T4,EC,8A,1,AAC_Magnet,129.4306142,254.5439167,14.19829977,1.109198172,25.00024167,154,
2023,3,T4,EC,8B,2,AAC_Magnet,104.0613801,216.6187434,13.15611238,1.781151228,24.99937692,68,
2023,3,T4,EC,8C,3,AAC_Magnet,106.5247127,238.3433328,14.93728483,3.368962081,25.08124102,110,
2023,3,T4,EC,8D,4,AAC_Magnet,119.1318994,226.0867615,13.14058854,2.002314625,24.99723077,105,
2023,3,T4,EC,8E,5,AAC_Magnet,91.74637423,213.6184748,13.04518581,6.546339195,24.8999251,55,
2023,3,T4,EC,9A,1,AAC_Prevail,102.9356389,214.8608979,13.32723639,2.577032639,24.99066923,10,
2023,3,T4,EC,9B,2,AAC_Prevail,149.8045953,317.8149765,16.8670976,2.848035467,25.00276154,155,
2023,3,T4,EC,9C,3,AAC_Prevail,99.17678967,215.25506,12.91473641,4.080342979,24.9102256,235,
2023,3,T4,EC,9D,4,AAC_Prevail,106.9198302,202.9860478,12.04024146,1.547771502,24.9939,397,
2023,3,T4,EC,9E,5,AAC_Prevail,148.6406296,380.7066522,18.51969185,6.994007757,25.00115,246,
2023,3,T4,EC,10A,1,AAC_Warman,106.5172942,238.7045326,14.22181409,2.238087025,24.8855317,236,
2023,3,T4,EC,10B,2,AAC_Warman,98.85781615,247.532411,16.05481753,2.744551398,24.91799273,143,
2023,3,T4,EC,10C,3,AAC_Warman,147.6871762,311.2149151,16.59709004,2.453227968,25.00185385,156,
2023,3,T4,EC,10D,4,AAC_Warman,138.6443014,246.420522,15.11284183,2.132066455,24.98769231,161,
2023,3,T4,EC,10E,5,AAC_Warman,102.6970202,246.962713,14.56089875,4.254206595,24.98234558,144,
2023,3,T4,EC,11A,1,AAC_Wheatland,94.65804531,213.6353816,13.3791077,3.599730675,24.89916556,145,
2023,3,T4,EC,11B,2,AAC_Wheatland,98.52295822,239.790572,14.92637762,2.815142009,24.96270834,146,
2023,3,T4,EC,11C,3,AAC_Wheatland,84.78121239,203.3847937,12.75858349,9.084544531,24.95646204,147,
2023,3,T4,EC,11D,4,AAC_Wheatland,116.0434374,237.77634,14.09571174,2.839176177,25.00067692,157,
2023,3,T4,EC,11E,5,AAC_Wheatland,110.1329182,239.9445881,14.1305653,1.965702748,24.99611538,158,
2023,3,T4,EC,12A,1,BW1094,84.9493444,212.7365283,13.32147091,14.88999205,24.89751829,148,
2023,3,T4,EC,12B,2,BW1094,173.0642337,236.6767169,14.4577247,2.455437036,24.99769231,162,
2023,3,T4,EC,12C,3,BW1094,92.40090007,213.6595246,13.7538587,9.888489681,24.98987511,149,
2023,3,T4,EC,12D,4,BW1094,135.1006988,287.5445069,15.82841909,3.426529706,25.00231538,159,
2023,3,T4,EC,12E,5,BW1094,83.88438875,188.8826888,12.01186838,8.907277869,25.02465534,237,
2023,3,T4,EC,13A,1,BW5089,96.35340248,210.7538568,13.58143732,6.025635427,24.96020099,150,
2023,3,T4,EC,13B,2,BW5089,87.97129147,191.2449341,12.46040212,3.266722927,24.90883092,151,
2023,3,T4,EC,13C,3,BW5089,144.3900315,244.9523898,15.0916995,1.924737095,24.98666667,166,
2023,3,T4,EC,13D,4,BW5089,118.2674006,239.9063624,13.77718594,1.223115221,24.99509167,247,
2023,3,T4,EC,13E,5,BW5089,132.9267812,296.0079146,16.39772975,2.01934027,24.98994615,160,
2023,3,T4,EC,14A,1,DT2016,89.65960775,208.5409543,13.68541336,5.703845705,24.87846906,152,
2023,3,T4,EC,14B,2,DT2016,95.26342518,191.051936,12.46302353,2.556316332,24.93094033,493,
2023,3,T4,EC,14C,3,DT2016,107.4688,199.1953307,12.42179759,2.105487451,25.00360769,500,
2023,3,T4,EC,14D,4,DT2016,77.52477853,161.0705914,10.39252187,2.771978814,24.8891559,494,
2023,3,T4,EC,14E,5,DT2016,113.2938435,212.1542244,12.93711826,1.473190129,25.00227692,501,
2023,3,T4,EC,15A,1,DT2030,106.5417108,226.3171713,13.93224355,2.084043951,25.03902875,495,
2023,3,T4,EC,15B,2,DT2030,92.48316062,187.185844,11.48707997,2.534604472,24.91356028,451,
2023,3,T4,EC,15C,3,DT2030,88.74470683,183.168789,12.19545303,2.487931027,24.92914728,452,
2023,3,T4,EC,15D,4,DT2030,75.25126624,151.211949,10.38446417,2.495200005,24.91135201,458,
2023,3,T4,EC,15E,5,DT2030,97.20866556,181.9628185,11.13630464,1.855074187,24.99961538,464,
2023,3,T4,EC,16A,1,HY2136,71.60132014,153.5511929,10.57657822,2.108801242,24.92788462,459,
2023,3,T4,EC,16B,2,HY2136,80.95711864,181.6806455,11.55233019,6.10584063,24.98296888,238,
2023,3,T4,EC,16C,3,HY2136,103.7001709,240.0355059,15.07531061,3.535315311,25.12302085,153,
2023,3,T4,EC,16D,4,HY2136,188.4009535,253.9392743,14.67525272,3.517196466,24.99923077,189,
2023,3,T4,EC,16E,5,HY2136,144.0355222,302.8208888,15.80010578,2.772820497,24.99874615,248,
2023,3,T4,EC,17A,1,PT4002,106.3337415,226.5007167,13.59102277,2.090911717,25.00584837,239,
2023,3,T4,EC,17B,2,PT4002,115.0020388,221.1107293,12.48954186,1.67406598,24.99981538,184,
2023,3,T4,EC,17C,3,PT4002,158.7367259,211.9588668,13.3774289,2.023591664,24.97846154,228,
2023,3,T4,EC,17D,4,PT4002,89.20071804,198.5260818,11.82736133,4.012541236,24.86657715,175,
2023,3,T4,EC,17E,5,PT4002,89.62048479,,11.31820462,6.478894454,24.98488399,176,
2023,3,T4,EC,18A,1,Stettler,149.9907354,181.0506233,11.30446553,2.087407426,24.96230769,251,
2023,3,T4,EC,18B,2,Stettler,122.558246,250.9924143,14.0825216,1.734151566,25.00663333,249,
2023,3,T4,EC,18C,3,Stettler,91.162184,213.5684093,13.17540155,6.690852545,24.91307163,240,
2023,3,T4,EC,18D,4,Stettler,80.21324562,191.619837,12.13373651,9.158053509,24.91384343,241,
2023,3,T4,EC,18E,5,Stettler,144.5377057,185.3811034,11.38221658,2.169607324,24.94692308,252,
2023,3,T4,EC,19A,1,Strongfield,74.88575119,145.6160004,9.679831343,2.166022947,24.88751382,528,
2023,3,T4,EC,19B,2,Strongfield,105.3195941,220.9359726,12.51526897,2.232374314,24.95617984,529,
2023,3,T4,EC,19C,3,Strongfield,107.1880629,171.8605661,10.9837772,2.396501544,25.00402738,536,
2023,3,T4,EC,19D,4,Strongfield,67.59964406,131.9444463,NA,2.050484626,24.99149117,530,
2023,3,T4,EC,19E,5,Strongfield,63.91996556,108.6563544,NA,2.513364498,24.90097882,531,
2023,3,T4,EC,20A,1,Transcend,122.9042311,202.2112253,11.95150126,1.808989872,24.99556842,537,
2023,3,T4,EC,20B,2,Transcend,97.19910042,196.2449533,12.74871681,2.814666225,24.9178615,532,
2023,3,T4,EC,20C,3,Transcend,85.85190861,139.8022753,NA,2.10887399,24.94472049,538,
2023,3,T4,EC,20D,4,Transcend,105.3965571,154.9910935,9.634132855,2.161794754,25.00165902,545,
2023,3,T4,EC,20E,5,Transcend,77.41063273,125.8158651,8.775549663,2.514906245,24.9474747,539,
2023,2,T8,AC,1A,1,A1614_KE07,121.4891219,188.0603583,9.761773252,2.232818763,24.99649271,546,
2023,2,T8,AC,1B,2,A1614_KE07,86.55131355,144.2615416,9.654675408,2.521762386,24.95667634,540,
2023,2,T8,AC,1C,3,A1614_KE07,82.0745898,137.5916924,9.298259516,2.083906171,24.91151105,541,
2023,2,T8,AC,1D,4,A1614_KE07,95.38518665,141.7394732,8.473927142,2.161547856,24.99995959,547,
2023,2,T8,AC,1E,5,A1614_KE07,93.06337214,180.3996398,11.0423506,2.608128331,24.90355095,542,
2023,2,T8,AC,2A,1,AAC_Brandon,111.5980274,256.3443783,15.16378325,2.138807123,24.97375229,111,
2023,2,T8,AC,2B,2,AAC_Brandon,107.5590955,228.0336619,13.54110537,2.206402922,24.99997692,123,
2023,2,T8,AC,2C,3,AAC_Brandon,123.4287879,253.189822,14.30218317,2.558019134,24.99459231,52,
2023,2,T8,AC,2D,4,AAC_Brandon,58.84452533,125.7437796,NA,1.247090297,24.90650881,409,
2023,2,T8,AC,2E,5,AAC_Brandon,173.9922503,236.7347784,14.58849578,2.330159569,25.02384615,190,
2023,2,T8,AC,3A,1,AAC_Concord,167.0775991,270.3866457,15.05518803,4.012910365,25.00676923,78,
2023,2,T8,AC,3B,2,AAC_Concord,131.0871116,235.7644829,14.26176876,3.092790959,24.58666923,69,
2023,2,T8,AC,3C,3,AAC_Concord,120.6725401,258.5007752,14.54578815,3.584375265,25.08590596,56,
2023,2,T8,AC,3D,4,AAC_Concord,156.476248,327.8277854,16.61946236,3.545561483,25.00054615,131,
2023,2,T8,AC,3E,5,AAC_Concord,110.3795248,240.1744359,14.66365706,2.054121134,25.00312308,70,
2023,2,T8,AC,4A,1,AAC_Goodwin,97.76084232,243.7373333,14.78986845,6.556761933,24.94107246,114,
2023,2,T8,AC,4B,2,AAC_Goodwin,111.393536,247.6031377,15.96866289,4.744501216,25.04946477,34,
2023,2,T8,AC,4C,3,AAC_Goodwin,108.68846,225.0057622,13.58586228,2.276440888,25.00082308,43,
2023,2,T8,AC,4D,4,AAC_Goodwin,121.0828134,276.8475623,15.46172502,2.578774743,24.99464615,125,
2023,2,T8,AC,4E,5,AAC_Goodwin,101.6764228,250.0072385,15.2300675,4.926015113,24.99077238,115,
2023,2,T8,AC,5A,1,AAC_Grainland,115.3450156,219.021505,12.26496562,4.436366479,25.00167692,418,
2023,2,T8,AC,5B,2,AAC_Grainland,124.4907032,211.3412057,13.10358256,2.61880886,25.06097001,410,
2023,2,T8,AC,5C,3,AAC_Grainland,132.0800439,205.9517374,12.07353733,2.670279291,24.99318462,419,
2023,2,T8,AC,5D,4,AAC_Grainland,109.6742016,255.5731313,14.11689591,5.070587406,24.95981657,411,
2023,2,T8,AC,5E,5,AAC_Grainland,115.6594386,192.3185746,12.6272925,3.673850961,24.91198598,412,
2023,2,T8,AC,6A,1,AAC_Hodge,102.3137616,269.083811,NA,7.574483267,24.89529037,23,
2023,2,T8,AC,6B,2,AAC_Hodge,93.33403881,227.385657,14.56720291,11.21324162,24.94480487,17,
2023,2,T8,AC,6C,3,AAC_Hodge,115.6680148,252.340325,15.1243911,2.433817902,24.99929231,44,
2023,2,T8,AC,6D,4,AAC_Hodge,132.727957,272.5364719,15.7117796,1.457814412,24.9993,27,
2023,2,T8,AC,6E,5,AAC_Hodge,115.9503329,307.1783735,NA,4.701737065,24.94521822,24,
2023,2,T8,AC,7A,1,AAC_Leroy,129.195729,245.7355638,14.32071144,4.02783673,25.00136154,53,
2023,2,T8,AC,7B,2,AAC_Leroy,102.5684353,252.4355324,15.43716042,12.38728143,24.89835235,57,
2023,2,T8,AC,7C,3,AAC_Leroy,137.8648789,276.4521113,15.65102312,3.013485828,25.00366154,79,
2023,2,T8,AC,7D,4,AAC_Leroy,89.37352072,208.3494975,13.05675577,10.32319135,24.99494049,58,
2023,2,T8,AC,7E,5,AAC_Leroy,118.1160069,249.9785959,14.67966827,3.505920879,24.99580769,45,
2023,2,T8,AC,8A,1,AAC_Magnet,92.5292103,231.2471403,14.51887797,17.18955583,25.08286926,18,
2023,2,T8,AC,8B,2,AAC_Magnet,119.1622433,299.1600958,17.72213499,2.655178742,24.9899581,6,
2023,2,T8,AC,8C,3,AAC_Magnet,92.94338647,202.1035565,13.24842165,2.99924716,24.90259083,1,
2023,2,T8,AC,8D,4,AAC_Magnet,124.8160578,334.5117013,NA,1.64499187,24.95655295,7,
2023,2,T8,AC,8E,5,AAC_Magnet,132.971101,272.6788229,14.89225703,2.736945982,25.0014,14,
2023,2,T8,AC,9A,1,AAC_Prevail,117.1887986,248.1879765,14.71500731,2.557653611,24.99545385,71,
2023,2,T8,AC,9B,2,AAC_Prevail,103.0997795,231.2334852,14.01345643,9.711532926,25.03621605,59,
2023,2,T8,AC,9C,3,AAC_Prevail,156.8488231,341.757358,17.65994432,2.12383901,25.00092308,80,
2023,2,T8,AC,9D,4,AAC_Prevail,120.3427101,262.5200715,15.2825217,3.358563325,24.99752308,72,
2023,2,T8,AC,9E,5,AAC_Prevail,98.46989991,206.398245,13.49455739,4.068909906,24.96972397,60,
2023,2,T8,AC,10A,1,AAC_Warman,125.974828,290.7811695,16.74605986,2.015558291,24.99971538,11,
2023,2,T8,AC,10B,2,AAC_Warman,106.3720657,219.3632058,14.29980224,3.465322235,24.9302107,2,
2023,2,T8,AC,10C,3,AAC_Warman,109.8762412,228.7138912,14.07486069,2.675338954,24.99857692,29,
2023,2,T8,AC,10D,4,AAC_Warman,137.8001374,277.1107277,15.28139873,3.198642577,24.99339231,16,
2023,2,T8,AC,10E,5,AAC_Warman,101.8233244,216.5604237,13.84045315,4.273070943,24.9302955,3,
2023,2,T8,AC,11A,1,AAC_Wheatland,124.6349701,328.5317714,NA,2.347491838,24.92221788,8,
2023,2,T8,AC,11B,2,AAC_Wheatland,112.381204,230.6440022,14.3002795,2.469578532,24.99794615,46,
2023,2,T8,AC,11C,3,AAC_Wheatland,125.526865,247.1314808,13.60459417,2.509139269,25.00493846,185,
2023,2,T8,AC,11D,4,AAC_Wheatland,92.86650749,213.22535,13.75880781,6.897723462,25.06161935,35,
2023,2,T8,AC,11E,5,AAC_Wheatland,116.4286926,261.2220627,15.22441689,2.89902676,24.99963077,47,
2023,2,T8,AC,12A,1,BW1094,93.88971527,208.3072826,12.97909722,6.960030951,25.05274582,61,
2023,2,T8,AC,12B,2,BW1094,120.0950923,266.4746368,14.56970004,4.814151745,25.0600823,62,
2023,2,T8,AC,12C,3,BW1094,130.319852,263.0802342,14.72853752,2.032489404,24.99559231,50,
2023,2,T8,AC,12D,4,BW1094,109.9239668,252.2427659,16.23993907,3.67120348,24.95166874,25,
2023,2,T8,AC,12E,5,BW1094,99.06610752,206.8264216,13.58103152,2.158755476,24.96779589,4,
2023,2,T8,AC,13A,1,BW5089,87.41532059,215.3697726,13.79390898,12.92826671,24.98472922,36,
2023,2,T8,AC,13B,2,BW5089,148.4538819,291.2576553,16.06546911,3.036153772,25.00615385,136,
2023,2,T8,AC,13C,3,BW5089,88.06814904,181.626562,11.44558549,1.140093118,24.99998462,12,
2023,2,T8,AC,13D,4,BW5089,123.200488,232.7120487,13.74578498,2.463421749,24.99998462,132,
2023,2,T8,AC,13E,5,BW5089,89.3049262,219.773995,NA,17.21858366,25.02161407,37,
2023,2,T8,AC,14A,1,DT2016,116.6648207,208.5964916,11.940424,2.285297876,24.99538545,557,
2023,2,T8,AC,14B,2,DT2016,104.5684614,208.862927,12.45287841,2.109242852,24.89803872,550,
2023,2,T8,AC,14C,3,DT2016,106.917581,197.0048751,11.39007011,2.247147268,24.99881379,558,
2023,2,T8,AC,14D,4,DT2016,88.45973279,175.1228985,NA,2.481496872,25.02774033,551,
2023,2,T8,AC,14E,5,DT2016,102.0905642,215.0340239,12.9169974,2.8025128,25.05643625,552,
2023,2,T8,AC,15A,1,DT2030,122.7783878,240.6738958,14.95240921,2.726650127,24.99738462,467,
2023,2,T8,AC,15B,2,DT2030,91.469335,177.7766594,11.97974313,3.042832306,24.87425628,460,
2023,2,T8,AC,15C,3,DT2030,102.7153835,209.3975796,13.55980054,3.358783061,24.87807978,461,
2023,2,T8,AC,15D,4,DT2030,101.1513009,163.5648447,10.43148805,2.332177227,24.99746923,468,
2023,2,T8,AC,15E,5,DT2030,111.0981604,187.537028,12.52730641,3.60926661,24.89170603,462,
2023,2,T8,AC,16A,1,HY2136,112.102219,256.2766266,15.05959136,3.916490975,24.99331577,116,Measured on 6400NPAH
2023,2,T8,AC,16A,1,HY2136,163.2113985,303.1786985,16.60393838,3.304055559,25.00538462,137,Measured on GFS3000
2023,2,T8,AC,16B,2,HY2136,105.9572768,244.9710169,14.51544425,6.658168216,24.93107905,38,
2023,2,T8,AC,16C,3,HY2136,90.44338801,210.4166478,12.87346899,9.131683654,24.97721045,39,
2023,2,T8,AC,16D,4,HY2136,89.08263064,195.9184955,12.8828848,3.81139576,24.95606804,19,
2023,2,T8,AC,16E,5,HY2136,101.2250609,221.1990431,14.29445091,4.284203701,24.87953172,63,
2023,2,T8,AC,17A,1,PT4002,133.6455996,327.5577647,17.27357792,3.309860668,24.9876084,64,
2023,2,T8,AC,17B,2,PT4002,112.4673162,232.8766478,14.28143861,2.407471616,24.99976154,73,
2023,2,T8,AC,17C,3,PT4002,113.5769962,235.4357515,14.09290527,3.107014206,24.99696154,30,
2023,2,T8,AC,17D,4,PT4002,93.38390976,234.2923258,NA,11.19211392,25.08849376,20,
2023,2,T8,AC,17E,5,PT4002,131.0765874,264.1058503,14.84103496,4.382929272,24.99463077,33,
2023,2,T8,AC,18A,1,Stettler,98.101117,219.5159787,13.46890424,4.964544442,25.07867842,177,
2023,2,T8,AC,18B,2,Stettler,99.59590429,253.2679887,15.02008581,11.9373998,25.00537573,113,
2023,2,T8,AC,18C,3,Stettler,92.34937888,170.0187323,10.22647882,2.627771116,25.003,398,
2023,2,T8,AC,18D,4,Stettler,104.1376523,214.7755386,13.24631286,2.22725275,24.99541538,126,
2023,2,T8,AC,18E,5,Stettler,72.78100816,149.7825104,9.541047387,1.304603549,24.950623,392,
2023,2,T8,AC,19A,1,Strongfield,83.73558396,154.9729539,9.293432661,1.881735235,24.99761775,548,
2023,2,T8,AC,19B,2,Strongfield,78.91041002,153.7396411,10.03407765,2.558954613,24.90701895,543,
2023,2,T8,AC,19C,3,Strongfield,93.19591464,176.7760882,11.83270231,2.850917652,24.95063503,544,
2023,2,T8,AC,19D,4,Strongfield,99.51858389,156.326589,10.2530345,2.089374249,25.00102795,549,
2023,2,T8,AC,19E,5,Strongfield,92.40230137,155.7009484,NA,2.536477563,24.87691571,553,
